Snap SubfindID redshift Mstar SFR IsCentral SubhaloMass SubhaloGrNr Mbh Mbhdot
40 11144 1.4955 1.855829e+11 19.9281 0 7.964391e+12 5 8.555297e+08 0.001725
40 11145 1.4955 1.220475e+11 7.9860 0 2.099689e+12 5 6.900632e+08 0.015563
40 11146 1.4955 5.949006e+10 0.0008 0 1.175058e+12 5 6.803056e+08 0.000817
40 11147 1.4955 2.548264e+10 17.1034 0 7.635379e+11 5 8.787738e+07 0.020184
40 11148 1.4955 5.638031e+10 1.6926 0 4.627785e+11 5 3.587680e+08 0.011918
40 11149 1.4955 2.559364e+10 10.1679 0 4.484300e+11 5 1.075540e+08 0.100952
40 11150 1.4955 9.885146e+09 4.5270 0 4.525369e+11 5 1.897537e+07 0.006150
40 11151 1.4955 2.697386e+10 0.0000 0 4.230536e+11 5 2.592436e+08 0.000278
40 11152 1.4955 2.694315e+10 1.2535 0 2.239464e+11 5 1.766564e+08 0.025587
40 11153 1.4955 8.019773e+09 3.9898 0 2.795246e+11 5 1.788388e+07 0.007994
40 11154 1.4955 3.696398e+10 0.0808 0 6.704183e+10 5 2.868916e+08 0.005605
40 11155 1.4955 1.334110e+10 2.8728 0 1.880275e+11 5 4.378294e+07 0.008433
40 11156 1.4955 2.541992e+10 0.0000 0 1.075288e+11 5 2.185310e+08 0.000009
40 11157 1.4955 2.451643e+09 0.8883 0 2.347174e+11 5 7.652298e+06 0.020911
40 11158 1.4955 3.451881e+10 0.0012 0 5.674730e+10 5 4.267806e+08 0.012566
40 11159 1.4955 9.404594e+09 3.5350 0 1.887797e+11 5 9.380880e+06 0.008192
40 11160 1.4955 3.499736e+09 4.3552 0 1.335717e+11 5 3.174203e+06 0.003188
40 11161 1.4955 4.593016e+09 1.8684 0 1.528046e+11 5 4.672470e+06 0.001361
40 11162 1.4955 1.098744e+10 5.4009 0 9.101625e+10 5 3.648937e+07 0.273413
40 11163 1.4955 9.257751e+09 2.3196 0 8.570126e+10 5 4.227884e+07 0.044599
40 11164 1.4955 4.025047e+09 0.2684 0 1.110618e+11 5 3.816196e+06 0.001219
40 11165 1.4955 2.172596e+09 1.4372 0 1.192218e+11 5 1.283111e+07 0.002799
40 11166 1.4955 3.684770e+09 2.4643 0 7.916017e+10 5 0.000000e+00 0.000000
40 11167 1.4955 1.225366e+09 1.2215 0 9.295933e+10 5 1.996108e+06 0.000866
40 11168 1.4955 4.972761e+09 1.7152 0 7.312931e+10 5 6.360892e+06 0.002152
40 11169 1.4955 6.118742e+09 2.5192 0 5.188326e+10 5 3.264770e+07 0.009357
40 11170 1.4955 8.044470e+09 2.0923 0 4.389218e+10 5 3.310383e+07 0.018342
40 11171 1.4955 1.813620e+09 0.7359 0 4.293489e+10 5 2.496097e+06 0.000824
40 11172 1.4955 3.750056e+09 1.1657 0 4.362695e+10 5 2.288470e+07 0.010858
40 11173 1.4955 8.661310e+09 1.3543 0 1.107976e+10 5 0.000000e+00 0.000000
40 11175 1.4955 4.267392e+09 1.5588 0 2.361612e+10 5 2.916172e+07 0.017049
40 11180 1.4955 4.547400e+09 0.8721 0 1.853929e+10 5 0.000000e+00 0.000000
40 11184 1.4955 1.011661e+09 0.0179 0 3.795830e+10 5 2.173120e+06 0.000000
40 11187 1.4955 4.694153e+09 0.0000 0 5.737853e+09 5 0.000000e+00 0.000000
40 11189 1.4955 3.746629e+09 11.5801 0 6.094760e+09 5 0.000000e+00 0.000000
40 11194 1.4955 1.820470e+09 0.5450 0 1.534843e+10 5 1.320946e+06 0.000296
40 11198 1.4955 1.877895e+09 0.6723 0 9.512514e+09 5 3.654603e+06 0.001650
40 11201 1.4955 1.131728e+09 13.0303 0 5.090089e+09 5 0.000000e+00 0.000000
40 11207 1.4955 1.227754e+09 0.0000 0 1.084248e+10 5 0.000000e+00 0.000000
40 11208 1.4955 1.429892e+09 0.0000 0 8.501038e+09 5 0.000000e+00 0.000000
40 11215 1.4955 1.961566e+09 0.0000 0 2.434682e+09 5 0.000000e+00 0.000000
40 11218 1.4955 1.926141e+09 0.0000 0 2.174393e+09 5 0.000000e+00 0.000000
40 11219 1.4955 1.387514e+09 0.0000 0 6.462687e+09 5 0.000000e+00 0.000000
40 11228 1.4955 1.788559e+09 0.0000 0 2.041118e+09 5 0.000000e+00 0.000000
40 11249 1.4955 1.258762e+09 0.0000 0 1.518013e+09 5 0.000000e+00 0.000000
40 13272 1.4955 3.618094e+11 7.0619 1 4.199601e+13 6 2.364057e+09 0.016202
40 13273 1.4955 2.048485e+10 14.9762 0 1.656373e+12 6 2.350025e+07 0.039163
40 13274 1.4955 5.930587e+10 9.3961 0 4.491316e+11 6 1.983570e+08 0.038757
40 13275 1.4955 5.946560e+10 0.0000 0 1.180707e+11 6 0.000000e+00 0.000000
